Contig_Name	Length
AgU015477_v1.1	611
AgU015478_v1.1	611
AgU015479_v1.1	612
AgU015481_v1.1	613
AgU015482_v1.1	611
AgU015483_v1.1	612
AgU015484_v1.1	611
AgU015485_v1.1	607
AgU015486_v1.1	611
AgU015487_v1.1	611
AgU015488_v1.1	613
AgU015489_v1.1	604
AgU015490_v1.1	612
AgU015491_v1.1	609
AgU015492_v1.1	611
AgU015493_v1.1	608
AgU015494_v1.1	611
AgU015495_v1.1	604
AgU015496_v1.1	610
AgU015497_v1.1	609
AgU015498_v1.1	609
AgU015499_v1.1	608
AgU032192_v1.1	828
AgU015500_v1.1	611
AgU015501_v1.1	609
AgU015502_v1.1	612
AgU015503_v1.1	611
AgU015504_v1.1	611
AgU015505_v1.1	611
AgU015506_v1.1	611
AgU015508_v1.1	612
AgU015509_v1.1	606
AgU015511_v1.1	610
AgU015512_v1.1	610
AgU015513_v1.1	610
AgU015514_v1.1	609
AgU015515_v1.1	608
AgU015516_v1.1	587
AgU015517_v1.1	609
AgU015518_v1.1	610
AgU015519_v1.1	610
AgU015520_v1.1	612
AgU015521_v1.1	608
AgU015522_v1.1	610
AgU015523_v1.1	610
AgU015525_v1.1	610
AgU015526_v1.1	606
AgU015527_v1.1	605
AgU015528_v1.1	608
AgU015529_v1.1	610
AgU015530_v1.1	610
AgU015531_v1.1	610
AgU015532_v1.1	609
AgU015533_v1.1	605
AgU015534_v1.1	609
AgU015535_v1.1	610
AgU015536_v1.1	610
AgU015537_v1.1	609
AgU015538_v1.1	606
AgU015539_v1.1	607
AgU015540_v1.1	609
AgU015541_v1.1	609
AgU015542_v1.1	609
AgU015543_v1.1	609
AgU015544_v1.1	605
AgU015545_v1.1	608
AgU015546_v1.1	606
AgU015547_v1.1	606
AgU015548_v1.1	608
AgU015549_v1.1	608
AgU015550_v1.1	611
AgU015551_v1.1	608
AgU015552_v1.1	606
AgU015553_v1.1	609
AgU015554_v1.1	606
AgU015555_v1.1	608
AgU015557_v1.1	605
AgU015558_v1.1	608
AgU015559_v1.1	610
AgU015560_v1.1	610
AgU015561_v1.1	610
AgU015562_v1.1	607
AgU015563_v1.1	609
AgU015564_v1.1	608
AgU015565_v1.1	599
AgU015566_v1.1	605
AgU015567_v1.1	607
AgU015568_v1.1	608
AgU015569_v1.1	609
AgU015570_v1.1	608
AgU015571_v1.1	606
AgU015572_v1.1	606
AgU015573_v1.1	608
AgU015574_v1.1	608
AgU015575_v1.1	609
AgU015576_v1.1	606
AgU015577_v1.1	608
AgU015578_v1.1	606
AgU015579_v1.1	606
AgU015580_v1.1	608
AgU015581_v1.1	609
AgU015582_v1.1	605
AgU015583_v1.1	605
AgU015584_v1.1	610
AgU015585_v1.1	608
AgU015586_v1.1	608
AgU015587_v1.1	608
AgU015588_v1.1	607
AgU015589_v1.1	608
AgU015590_v1.1	607
AgU015591_v1.1	608
AgU015592_v1.1	608
AgU015593_v1.1	608
AgU015594_v1.1	607
AgU015595_v1.1	606
AgU015596_v1.1	607
AgU015597_v1.1	607
AgU015598_v1.1	606
AgU015599_v1.1	607
AgU032193_v1.1	832
AgU015600_v1.1	606
AgU015601_v1.1	609
AgU015602_v1.1	607
AgU015603_v1.1	606
AgU015604_v1.1	606
AgU015605_v1.1	606
AgU015606_v1.1	609
AgU015607_v1.1	607
AgU015608_v1.1	606
AgU015609_v1.1	608
AgU015610_v1.1	604
AgU015611_v1.1	606
AgU015612_v1.1	608
AgU015613_v1.1	605
AgU015614_v1.1	607
AgU015615_v1.1	601
AgU015616_v1.1	604
AgU015617_v1.1	606
AgU015618_v1.1	607
AgU015619_v1.1	606
AgU015620_v1.1	603
AgU015621_v1.1	607
AgU015622_v1.1	607
AgU015623_v1.1	606
AgU015624_v1.1	607
AgU015625_v1.1	607
AgU015626_v1.1	606
AgU015627_v1.1	608
AgU015628_v1.1	605
AgU015629_v1.1	606
AgU015630_v1.1	606
AgU015631_v1.1	603
AgU015632_v1.1	607
AgU015633_v1.1	606
AgU015634_v1.1	606
AgU015635_v1.1	603
AgU015636_v1.1	600
AgU015637_v1.1	601
AgU015638_v1.1	603
AgU015639_v1.1	606
AgU015640_v1.1	603
AgU015642_v1.1	606
AgU015643_v1.1	606
AgU015644_v1.1	606
AgU015645_v1.1	606
AgU015646_v1.1	606
AgU015647_v1.1	607
AgU015648_v1.1	605
AgU015649_v1.1	606
AgU015650_v1.1	606
AgU015651_v1.1	605
AgU015652_v1.1	604
AgU015653_v1.1	605
AgU015654_v1.1	605
AgU015655_v1.1	604
AgU015656_v1.1	605
AgU015657_v1.1	603
AgU015658_v1.1	606
AgU015659_v1.1	605
AgU015660_v1.1	605
AgU015661_v1.1	601
AgU015662_v1.1	604
AgU015663_v1.1	608
AgU015664_v1.1	605
AgU015665_v1.1	605
AgU015666_v1.1	601
AgU015667_v1.1	604
AgU015668_v1.1	605
AgU015670_v1.1	605
AgU015671_v1.1	605
AgU015672_v1.1	604
AgU015673_v1.1	605
AgU015674_v1.1	606
AgU015675_v1.1	602
AgU015676_v1.1	603
AgU015677_v1.1	603
AgU015678_v1.1	606
AgU015679_v1.1	605
AgU015680_v1.1	605
AgU015681_v1.1	604
AgU015682_v1.1	604
AgU015683_v1.1	605
AgU015684_v1.1	605
AgU015685_v1.1	604
AgU015686_v1.1	604
AgU015687_v1.1	603
AgU015688_v1.1	601
AgU015689_v1.1	604
AgU015690_v1.1	602
AgU015691_v1.1	603
AgU015692_v1.1	604
AgU015693_v1.1	604
AgU015694_v1.1	597
AgU015695_v1.1	604
AgU015696_v1.1	605
AgU015697_v1.1	603
AgU015698_v1.1	605
AgU015699_v1.1	604
AgU032194_v1.1	1837
AgU015700_v1.1	603
AgU015701_v1.1	601
AgU015702_v1.1	598
AgU015703_v1.1	603
AgU015704_v1.1	604
AgU015705_v1.1	605
AgU015706_v1.1	597
AgU015707_v1.1	598
AgU015708_v1.1	604
AgU015709_v1.1	604
AgU015710_v1.1	604
AgU015711_v1.1	603
AgU015712_v1.1	603
AgU015713_v1.1	604
AgU015714_v1.1	602
AgU015715_v1.1	603
AgU015716_v1.1	600
AgU015717_v1.1	603
AgU015718_v1.1	608
AgU015719_v1.1	599
AgU015720_v1.1	602
AgU015721_v1.1	603
AgU015722_v1.1	598
AgU015723_v1.1	602
AgU015724_v1.1	602
AgU015725_v1.1	603
AgU015726_v1.1	603
AgU015727_v1.1	596
AgU015728_v1.1	604
AgU015729_v1.1	601
AgU015730_v1.1	600
AgU015731_v1.1	598
AgU015732_v1.1	602
AgU015733_v1.1	602
AgU015734_v1.1	602
AgU015735_v1.1	602
AgU015736_v1.1	601
AgU015737_v1.1	602
AgU015738_v1.1	592
AgU015739_v1.1	600
AgU015740_v1.1	600
AgU015741_v1.1	602
AgU015742_v1.1	599
AgU015743_v1.1	601
AgU015744_v1.1	599
AgU015745_v1.1	600
AgU015746_v1.1	599
AgU015747_v1.1	602
AgU015748_v1.1	601
AgU015749_v1.1	601
AgU015750_v1.1	601
AgU015751_v1.1	600
AgU015752_v1.1	603
AgU015753_v1.1	603
AgU015754_v1.1	598
AgU015755_v1.1	599
AgU015756_v1.1	603
AgU015757_v1.1	601
AgU015758_v1.1	601
AgU015759_v1.1	600
AgU015760_v1.1	603
AgU015761_v1.1	601
AgU015762_v1.1	601
AgU015763_v1.1	598
AgU015764_v1.1	601
AgU015765_v1.1	600
AgU015766_v1.1	600
AgU015767_v1.1	593
AgU015768_v1.1	598
AgU015769_v1.1	602
AgU015770_v1.1	596
AgU015771_v1.1	601
AgU015772_v1.1	601
AgU015773_v1.1	600
AgU015774_v1.1	601
AgU015775_v1.1	601
AgU015776_v1.1	601
AgU015778_v1.1	600
AgU015779_v1.1	597
AgU015780_v1.1	597
AgU015781_v1.1	599
AgU015782_v1.1	599
AgU015783_v1.1	599
AgU015784_v1.1	600
AgU015785_v1.1	600
AgU015786_v1.1	600
AgU015787_v1.1	600
AgU015788_v1.1	601
AgU015789_v1.1	598
AgU015790_v1.1	598
AgU015791_v1.1	599
AgU015792_v1.1	596
AgU015793_v1.1	599
AgU015794_v1.1	599
AgU015795_v1.1	598
AgU015796_v1.1	598
AgU015797_v1.1	600
AgU015798_v1.1	598
AgU015799_v1.1	595
AgU032195_v1.1	827
AgU015800_v1.1	598
AgU015801_v1.1	599
AgU015803_v1.1	591
AgU015804_v1.1	600
AgU015805_v1.1	603
AgU015806_v1.1	600
AgU015807_v1.1	600
AgU015808_v1.1	598
AgU015809_v1.1	600
AgU015810_v1.1	598
AgU015811_v1.1	596
AgU015812_v1.1	602
AgU015813_v1.1	599
AgU015814_v1.1	599
AgU015815_v1.1	600
AgU015816_v1.1	601
AgU015818_v1.1	595
AgU015819_v1.1	596
AgU015820_v1.1	596
AgU015821_v1.1	599
AgU015822_v1.1	596
AgU015823_v1.1	594
AgU015824_v1.1	598
AgU015826_v1.1	600
AgU015827_v1.1	595
AgU015828_v1.1	597
AgU015829_v1.1	598
AgU015830_v1.1	598
AgU015831_v1.1	599
AgU015832_v1.1	596
AgU015833_v1.1	598
AgU015834_v1.1	595
AgU015835_v1.1	599
AgU015836_v1.1	597
AgU015837_v1.1	596
AgU015838_v1.1	591
AgU015839_v1.1	598
AgU015840_v1.1	596
AgU015841_v1.1	599
AgU015842_v1.1	599
AgU015843_v1.1	597
AgU015844_v1.1	592
AgU015846_v1.1	598
AgU015847_v1.1	599
AgU015848_v1.1	597
AgU015849_v1.1	598
AgU015850_v1.1	597
AgU015851_v1.1	598
AgU015852_v1.1	598
AgU015853_v1.1	599
AgU015854_v1.1	594
AgU015855_v1.1	594
AgU015856_v1.1	599
AgU015857_v1.1	600
AgU015858_v1.1	594
AgU015860_v1.1	596
AgU015861_v1.1	598
AgU015862_v1.1	598
AgU015863_v1.1	598
AgU015864_v1.1	598
AgU015865_v1.1	599
AgU015866_v1.1	597
AgU015867_v1.1	597
AgU015868_v1.1	598
AgU015869_v1.1	598
AgU015870_v1.1	598
AgU015871_v1.1	591
AgU015872_v1.1	597
AgU015873_v1.1	594
AgU015874_v1.1	597
AgU015875_v1.1	595
AgU015876_v1.1	597
AgU015877_v1.1	593
AgU015878_v1.1	597
AgU015879_v1.1	598
AgU015880_v1.1	594
AgU015881_v1.1	597
AgU015882_v1.1	591
AgU015883_v1.1	596
AgU015884_v1.1	594
AgU015885_v1.1	597
AgU015886_v1.1	598
AgU015887_v1.1	595
AgU015888_v1.1	595
AgU015889_v1.1	597
AgU015890_v1.1	597
AgU015891_v1.1	596
AgU015892_v1.1	598
AgU015893_v1.1	597
AgU015894_v1.1	597
AgU015895_v1.1	593
AgU015896_v1.1	585
AgU015897_v1.1	592
AgU015898_v1.1	597
AgU015899_v1.1	597
AgU032196_v1.1	3035
AgU015900_v1.1	596
AgU015901_v1.1	595
AgU015902_v1.1	598
AgU015903_v1.1	595
AgU015904_v1.1	594
AgU015905_v1.1	591
AgU015906_v1.1	592
AgU015907_v1.1	596
AgU015908_v1.1	596
AgU015909_v1.1	596
AgU015910_v1.1	597
AgU015911_v1.1	597
AgU015912_v1.1	597
AgU015913_v1.1	596
AgU015914_v1.1	595
AgU015915_v1.1	596
AgU015916_v1.1	597
AgU015917_v1.1	593
AgU015918_v1.1	595
AgU015919_v1.1	596
AgU015920_v1.1	594
AgU015921_v1.1	596
AgU015922_v1.1	592
AgU015923_v1.1	595
AgU015924_v1.1	596
AgU015925_v1.1	592
AgU015926_v1.1	592
AgU015927_v1.1	596
AgU015928_v1.1	595
AgU015929_v1.1	596
AgU015930_v1.1	596
AgU015931_v1.1	593
AgU015932_v1.1	591
AgU015933_v1.1	593
AgU015934_v1.1	594
AgU015935_v1.1	596
AgU015936_v1.1	590
AgU015937_v1.1	590
AgU015938_v1.1	589
AgU015939_v1.1	594
AgU015940_v1.1	592
AgU015941_v1.1	595
AgU015942_v1.1	594
AgU015943_v1.1	595
AgU015944_v1.1	594
AgU015945_v1.1	594
AgU015946_v1.1	593
AgU015947_v1.1	593
AgU015948_v1.1	593
AgU015949_v1.1	595
AgU015950_v1.1	595
AgU015951_v1.1	595
AgU015952_v1.1	593
AgU015953_v1.1	593
AgU015954_v1.1	594
AgU015955_v1.1	594
AgU015956_v1.1	596
AgU015957_v1.1	592
AgU015959_v1.1	593
AgU015960_v1.1	591
AgU015961_v1.1	585
AgU015962_v1.1	593
AgU015963_v1.1	593
AgU015964_v1.1	593
AgU015965_v1.1	592
AgU015966_v1.1	593
AgU015967_v1.1	592
AgU015968_v1.1	593
AgU015969_v1.1	594
AgU015970_v1.1	594
AgU015971_v1.1	596
AgU015972_v1.1	592
AgU015973_v1.1	592
AgU015974_v1.1	586
AgU015975_v1.1	590
AgU015976_v1.1	594
AgU015977_v1.1	592
AgU015978_v1.1	591
AgU015979_v1.1	582
AgU015981_v1.1	591
AgU015982_v1.1	594
AgU015983_v1.1	586
AgU015984_v1.1	594
AgU015985_v1.1	594
AgU015986_v1.1	590
AgU015987_v1.1	591
AgU015988_v1.1	593
AgU015989_v1.1	587
AgU015990_v1.1	593
AgU015991_v1.1	593
AgU015992_v1.1	588
AgU015993_v1.1	591
AgU015994_v1.1	591
AgU015995_v1.1	591
AgU015996_v1.1	593
AgU015997_v1.1	593
AgU015998_v1.1	592
AgU015999_v1.1	588
AgU032053_v1.1	2985
AgU032197_v1.1	822
AgU016000_v1.1	585
AgU016001_v1.1	589
AgU016002_v1.1	592
AgU016003_v1.1	591
AgU016004_v1.1	593
AgU016005_v1.1	587
AgU016006_v1.1	593
AgU016007_v1.1	595
AgU016008_v1.1	593
AgU016009_v1.1	593
AgU016010_v1.1	590
AgU016011_v1.1	592
AgU016012_v1.1	588
AgU016013_v1.1	590
AgU016014_v1.1	593
AgU016015_v1.1	592
AgU016016_v1.1	592
AgU016017_v1.1	591
AgU016018_v1.1	593
AgU016019_v1.1	592
AgU016020_v1.1	592
AgU016021_v1.1	592
AgU016022_v1.1	592
AgU016023_v1.1	590
AgU016024_v1.1	593
AgU016025_v1.1	591
AgU016026_v1.1	592
AgU016027_v1.1	591
AgU016028_v1.1	592
AgU016029_v1.1	592
AgU016030_v1.1	590
AgU016031_v1.1	592
AgU016032_v1.1	590
AgU016033_v1.1	592
AgU016034_v1.1	589
AgU016035_v1.1	592
AgU016036_v1.1	592
AgU016037_v1.1	583
AgU016038_v1.1	592
AgU016039_v1.1	594
AgU016040_v1.1	592
AgU016041_v1.1	591
AgU016042_v1.1	592
AgU016043_v1.1	590
AgU016044_v1.1	590
AgU016045_v1.1	589
AgU016046_v1.1	593
AgU016047_v1.1	590
AgU016048_v1.1	590
AgU016049_v1.1	591
AgU016050_v1.1	591
AgU016051_v1.1	592
AgU016052_v1.1	591
AgU016053_v1.1	591
AgU016054_v1.1	592
AgU016055_v1.1	589
AgU016056_v1.1	591
AgU016057_v1.1	592
AgU016058_v1.1	590
AgU016059_v1.1	589
AgU016060_v1.1	591
AgU016061_v1.1	591
AgU016062_v1.1	592
AgU016063_v1.1	589
AgU016064_v1.1	590
AgU016065_v1.1	589
AgU016066_v1.1	592
AgU016067_v1.1	591
AgU016068_v1.1	590
AgU016069_v1.1	592
AgU016070_v1.1	588
AgU016071_v1.1	590
AgU016072_v1.1	588
AgU016073_v1.1	591
AgU016074_v1.1	588
AgU016075_v1.1	588
AgU016076_v1.1	591
AgU016077_v1.1	591
AgU016078_v1.1	588
AgU016079_v1.1	592
AgU016080_v1.1	591
AgU016081_v1.1	591
AgU016082_v1.1	587
AgU016083_v1.1	590
AgU016084_v1.1	583
AgU016085_v1.1	586
AgU016086_v1.1	591
AgU016087_v1.1	584
AgU016088_v1.1	590
AgU016089_v1.1	584
AgU016090_v1.1	590
AgU016091_v1.1	589
AgU016092_v1.1	589
AgU016093_v1.1	589
AgU016094_v1.1	589
AgU016095_v1.1	587
AgU016096_v1.1	589
AgU016097_v1.1	591
AgU016098_v1.1	590
AgU016099_v1.1	588
AgU032198_v1.1	1684
AgU016100_v1.1	589
AgU016101_v1.1	590
AgU016102_v1.1	583
AgU016103_v1.1	588
AgU016104_v1.1	590
AgU016105_v1.1	587
AgU016106_v1.1	589
AgU016107_v1.1	589
AgU016108_v1.1	582
AgU016109_v1.1	589
AgU016110_v1.1	589
AgU016111_v1.1	591
AgU016112_v1.1	588
AgU016113_v1.1	590
AgU016114_v1.1	590
AgU016115_v1.1	590
AgU016116_v1.1	589
AgU016117_v1.1	591
AgU016118_v1.1	588
AgU016119_v1.1	588
AgU016120_v1.1	589
AgU016121_v1.1	589
AgU016123_v1.1	591
AgU016124_v1.1	582
AgU016126_v1.1	587
AgU016127_v1.1	589
AgU016128_v1.1	589
AgU016129_v1.1	586
AgU016130_v1.1	589
AgU016131_v1.1	588
AgU016132_v1.1	587
AgU016133_v1.1	589
AgU016134_v1.1	589
AgU016135_v1.1	589
AgU016136_v1.1	589
AgU016137_v1.1	586
AgU016138_v1.1	590
AgU016139_v1.1	587
AgU016140_v1.1	590
AgU016141_v1.1	590
AgU016142_v1.1	591
AgU016143_v1.1	589
AgU016144_v1.1	589
AgU016145_v1.1	586
AgU016146_v1.1	588
AgU016147_v1.1	589
AgU016148_v1.1	588
AgU016149_v1.1	582
AgU016150_v1.1	588
AgU016151_v1.1	585
AgU016152_v1.1	589
AgU016153_v1.1	591
AgU016154_v1.1	589
AgU016155_v1.1	589
AgU016156_v1.1	589
AgU016157_v1.1	589
AgU016158_v1.1	588
AgU016159_v1.1	588
AgU016160_v1.1	587
AgU016161_v1.1	589
AgU016162_v1.1	588
AgU016163_v1.1	588
AgU016164_v1.1	587
AgU016165_v1.1	588
AgU016166_v1.1	583
AgU016168_v1.1	586
AgU016169_v1.1	588
AgU016170_v1.1	588
AgU016171_v1.1	587
AgU016172_v1.1	590
AgU016173_v1.1	585
AgU016174_v1.1	587
AgU016175_v1.1	581
AgU016176_v1.1	588
AgU016177_v1.1	588
AgU016178_v1.1	588
AgU016180_v1.1	587
AgU016181_v1.1	588
AgU016182_v1.1	585
AgU016183_v1.1	587
AgU016184_v1.1	586
AgU016185_v1.1	587
AgU016186_v1.1	587
AgU016187_v1.1	587
AgU016188_v1.1	586
AgU016189_v1.1	587
AgU016190_v1.1	586
AgU016191_v1.1	586
AgU016192_v1.1	583
AgU016193_v1.1	587
AgU016194_v1.1	587
AgU016195_v1.1	585
AgU016196_v1.1	587
AgU016197_v1.1	587
AgU016198_v1.1	587
AgU016199_v1.1	586
AgU032199_v1.1	934
AgU016200_v1.1	587
AgU016201_v1.1	587
AgU016203_v1.1	586
AgU016204_v1.1	587
AgU016205_v1.1	586
AgU016206_v1.1	585
AgU016207_v1.1	587
AgU016208_v1.1	582
AgU016209_v1.1	585
AgU016210_v1.1	586
AgU016211_v1.1	584
AgU016212_v1.1	586
AgU016213_v1.1	586
AgU016214_v1.1	585
AgU016215_v1.1	584
AgU016216_v1.1	585
AgU016217_v1.1	584
AgU016218_v1.1	583
AgU016219_v1.1	585
AgU016220_v1.1	586
AgU016221_v1.1	583
AgU016222_v1.1	586
AgU016223_v1.1	586
AgU016224_v1.1	582
AgU016225_v1.1	582
AgU016226_v1.1	583
AgU016227_v1.1	586
AgU016228_v1.1	585
AgU016229_v1.1	585
AgU016230_v1.1	583
AgU016231_v1.1	585
AgU016232_v1.1	583
AgU016233_v1.1	584
AgU016234_v1.1	585
AgU016235_v1.1	586
AgU016236_v1.1	586
AgU016237_v1.1	577
AgU016238_v1.1	581
AgU016239_v1.1	584
AgU016240_v1.1	584
AgU016241_v1.1	583
AgU016242_v1.1	586
AgU016243_v1.1	584
AgU016244_v1.1	586
AgU016245_v1.1	585
AgU016246_v1.1	585
AgU016247_v1.1	585
AgU016248_v1.1	584
AgU016249_v1.1	587
AgU016250_v1.1	585
AgU016251_v1.1	585
AgU016252_v1.1	585
AgU016253_v1.1	585
AgU016254_v1.1	584
AgU016255_v1.1	584
AgU016256_v1.1	585
AgU016257_v1.1	584
AgU016258_v1.1	584
AgU016259_v1.1	585
AgU016260_v1.1	586
AgU016261_v1.1	585
AgU016262_v1.1	586
AgU016263_v1.1	585
AgU016264_v1.1	585
AgU016265_v1.1	585
AgU016266_v1.1	584
AgU016267_v1.1	582
AgU016268_v1.1	580
AgU016269_v1.1	583
AgU016270_v1.1	585
AgU016271_v1.1	585
AgU016272_v1.1	585
AgU016273_v1.1	583
AgU016275_v1.1	585
AgU016276_v1.1	585
AgU016277_v1.1	585
AgU016278_v1.1	584
AgU016279_v1.1	586
AgU016280_v1.1	585
AgU016281_v1.1	584
AgU016282_v1.1	585
AgU016283_v1.1	583
AgU016284_v1.1	581
AgU016285_v1.1	582
AgU016286_v1.1	586
AgU016287_v1.1	584
AgU016288_v1.1	583
AgU016289_v1.1	583
AgU016290_v1.1	581
AgU016291_v1.1	584
AgU016292_v1.1	584
AgU016293_v1.1	581
AgU016294_v1.1	583
AgU016295_v1.1	582
AgU016296_v1.1	584
AgU016297_v1.1	579
AgU016298_v1.1	584
AgU016299_v1.1	582
AgU032200_v1.1	805
AgU016300_v1.1	585
AgU016301_v1.1	584
AgU016302_v1.1	579
AgU016303_v1.1	583
AgU016305_v1.1	579
AgU016306_v1.1	582
AgU016307_v1.1	584
AgU016308_v1.1	585
AgU016309_v1.1	582
AgU016310_v1.1	582
AgU016311_v1.1	584
AgU016313_v1.1	584
AgU016314_v1.1	585
AgU016315_v1.1	583
AgU016316_v1.1	580
AgU016317_v1.1	581
AgU016318_v1.1	583
AgU016319_v1.1	583
AgU016320_v1.1	580
AgU016321_v1.1	583
AgU016322_v1.1	582
AgU016323_v1.1	583
AgU016324_v1.1	583
AgU016325_v1.1	582
AgU016326_v1.1	582
AgU016327_v1.1	582
AgU016328_v1.1	583
AgU016329_v1.1	580
AgU016330_v1.1	581
AgU016331_v1.1	583
AgU016332_v1.1	583
AgU016333_v1.1	583
AgU016334_v1.1	583
AgU016336_v1.1	580
AgU016337_v1.1	582
AgU016338_v1.1	583
AgU016340_v1.1	583
AgU016341_v1.1	583
AgU016342_v1.1	581
AgU016343_v1.1	583
AgU016344_v1.1	583
AgU016345_v1.1	582
AgU016346_v1.1	581
AgU016347_v1.1	582
AgU016348_v1.1	581
AgU016349_v1.1	580
AgU016350_v1.1	580
AgU016351_v1.1	577
AgU016352_v1.1	582
AgU016353_v1.1	579
AgU016354_v1.1	581
AgU016355_v1.1	580
AgU016356_v1.1	582
AgU016357_v1.1	582
AgU016358_v1.1	579
AgU016359_v1.1	579
AgU016360_v1.1	581
AgU016361_v1.1	578
AgU016362_v1.1	577
AgU016363_v1.1	581
AgU016364_v1.1	582
AgU016365_v1.1	580
AgU016366_v1.1	581
AgU016367_v1.1	580
AgU016368_v1.1	579
AgU016369_v1.1	580
AgU016370_v1.1	582
AgU016371_v1.1	583
AgU016372_v1.1	580
AgU016373_v1.1	581
AgU016374_v1.1	581
AgU016375_v1.1	583
AgU016376_v1.1	581
AgU016377_v1.1	579
AgU016378_v1.1	581
AgU016379_v1.1	581
AgU016380_v1.1	579
AgU016381_v1.1	578
AgU016382_v1.1	573
AgU016383_v1.1	579
AgU016384_v1.1	568
AgU016385_v1.1	582
AgU016386_v1.1	581
AgU016387_v1.1	580
AgU016388_v1.1	580
AgU016389_v1.1	581
AgU016390_v1.1	580
AgU016391_v1.1	574
AgU016392_v1.1	581
AgU016393_v1.1	582
AgU016394_v1.1	581
AgU016395_v1.1	578
AgU016396_v1.1	580
AgU016397_v1.1	574
AgU016398_v1.1	575
AgU016399_v1.1	581
AgU032201_v1.1	804
AgU016400_v1.1	580
AgU016401_v1.1	578
AgU016402_v1.1	575
AgU016404_v1.1	580
AgU016405_v1.1	581
AgU016406_v1.1	580
AgU016407_v1.1	578
AgU016408_v1.1	579
AgU016409_v1.1	580
AgU016410_v1.1	577
AgU016411_v1.1	578
AgU016412_v1.1	579
AgU016413_v1.1	579
AgU016414_v1.1	579
AgU016415_v1.1	579
AgU016416_v1.1	579
AgU016417_v1.1	579
AgU016418_v1.1	571
AgU016419_v1.1	580
AgU016420_v1.1	580
AgU016421_v1.1	580
AgU016422_v1.1	580
AgU016423_v1.1	580
AgU016424_v1.1	579
AgU016425_v1.1	581
AgU016426_v1.1	580
AgU016427_v1.1	579
AgU016428_v1.1	580
AgU016429_v1.1	580
AgU016430_v1.1	580
AgU016431_v1.1	578
AgU016432_v1.1	580
AgU016433_v1.1	580
AgU016434_v1.1	580
AgU016435_v1.1	579
AgU016436_v1.1	581
AgU016437_v1.1	580
AgU016438_v1.1	579
AgU016439_v1.1	579
AgU016440_v1.1	580
AgU016441_v1.1	579
AgU016442_v1.1	576
AgU016443_v1.1	578
AgU016444_v1.1	579
AgU016445_v1.1	577
AgU016446_v1.1	579
AgU016447_v1.1	579
AgU016448_v1.1	579
AgU016449_v1.1	574
AgU016450_v1.1	575
AgU016451_v1.1	579
AgU016452_v1.1	575
AgU016453_v1.1	574
AgU016454_v1.1	578
AgU016455_v1.1	579
AgU016456_v1.1	580
AgU016457_v1.1	579
AgU016458_v1.1	579
AgU016459_v1.1	577
AgU016460_v1.1	578
AgU016461_v1.1	575
AgU016462_v1.1	579
AgU016463_v1.1	580
AgU016464_v1.1	577
AgU016465_v1.1	578
AgU016466_v1.1	576
AgU016467_v1.1	578
AgU016468_v1.1	577
AgU016469_v1.1	572
AgU016470_v1.1	578
AgU016471_v1.1	574
AgU016472_v1.1	578
AgU016473_v1.1	578
AgU016474_v1.1	576
AgU016475_v1.1	576
AgU016476_v1.1	579
AgU016477_v1.1	577
AgU016478_v1.1	577
AgU016479_v1.1	579
AgU016480_v1.1	574
AgU016481_v1.1	572
AgU016482_v1.1	566
AgU016483_v1.1	579
AgU016484_v1.1	579
AgU016485_v1.1	577
AgU016487_v1.1	572
AgU016488_v1.1	575
AgU016489_v1.1	578
AgU016490_v1.1	578
AgU016491_v1.1	578
AgU016492_v1.1	576
AgU016493_v1.1	583
AgU016494_v1.1	577
AgU016495_v1.1	577
AgU016496_v1.1	578
AgU016497_v1.1	577
AgU016498_v1.1	576
AgU016499_v1.1	572
AgU032202_v1.1	1225
AgU016500_v1.1	572
AgU016501_v1.1	577
AgU016502_v1.1	575
AgU016503_v1.1	576
AgU016504_v1.1	578
AgU016505_v1.1	578
AgU016506_v1.1	574
AgU016507_v1.1	576
AgU016508_v1.1	573
AgU016509_v1.1	574
AgU016510_v1.1	580
AgU016512_v1.1	570
AgU016513_v1.1	577
AgU016514_v1.1	576
AgU016515_v1.1	575
AgU016516_v1.1	574
AgU016517_v1.1	574
AgU016518_v1.1	575
AgU016519_v1.1	578
AgU016520_v1.1	579
AgU016521_v1.1	575
AgU016522_v1.1	577
AgU016523_v1.1	575
AgU016524_v1.1	577
AgU016525_v1.1	576
AgU016526_v1.1	573
AgU016527_v1.1	576
AgU016529_v1.1	576
AgU016530_v1.1	575
AgU016531_v1.1	570
AgU016532_v1.1	576
AgU016533_v1.1	571
AgU016534_v1.1	571
AgU016535_v1.1	576
AgU016536_v1.1	576
AgU016537_v1.1	574
AgU016538_v1.1	570
AgU016539_v1.1	577
AgU016540_v1.1	573
AgU016541_v1.1	575
AgU016542_v1.1	573
AgU016543_v1.1	576
AgU016544_v1.1	577
AgU016545_v1.1	575
AgU016546_v1.1	569
AgU016547_v1.1	577
AgU016548_v1.1	576
AgU016549_v1.1	574
AgU016550_v1.1	577
AgU016551_v1.1	576
AgU016552_v1.1	572
AgU016553_v1.1	569
AgU016554_v1.1	577
AgU016555_v1.1	574
AgU016556_v1.1	575
AgU016557_v1.1	572
AgU016558_v1.1	575
AgU016559_v1.1	574
AgU016560_v1.1	574
AgU016561_v1.1	575
AgU016562_v1.1	574
AgU016563_v1.1	575
AgU016564_v1.1	586
AgU016565_v1.1	574
AgU016566_v1.1	577
AgU016567_v1.1	573
AgU016568_v1.1	573
