Name,Contig Length,Average Depth,Percent Coverage,Max Depth
contig17748,543,5.61,100,9
contig17749,548,3.17,100,4
contig17750,546,6.99,100,12
contig17751,544,3.64,100,7
contig17752,539,3.09,100,5
contig17753,574,7.43,100,11
contig17754,547,3.77,100,5
contig17755,555,3.71,100,5
contig17756,544,4.01,100,6
contig17757,549,4.21,100,6
contig17758,544,2.69,100,4
contig17759,544,3.06,100,4
contig17760,546,6.52,100,12
contig17761,633,45.22,100,91
contig17762,551,3.86,100,7
contig17763,545,3.31,100,5
contig17764,622,26.98,100,44
contig17765,550,2.95,100,4
contig17766,542,2.98,100,4
contig17767,734,58.54,100,82
contig17768,588,11.04,100,15
contig17769,562,5.51,100,9
contig17770,598,14.83,100,24
contig17771,575,12.42,100,20
contig17772,554,6.65,100,10
contig17773,551,3.69,100,6
contig17774,543,3.33,100,5
contig17775,556,7.16,100,12
contig17776,552,6.91,100,9
contig17777,569,5.72,100,9
contig17778,636,25.59,100,39
contig17779,803,128.32,100,207
contig17780,542,3.57,100,6
contig17781,557,5.37,100,8
contig17782,545,4.73,100,8
contig17783,548,4.91,100,9
contig17784,548,3.65,100,6
contig17785,553,4.19,100,7
contig17786,544,3.69,100,5
contig17787,547,4.39,100,6
contig17788,564,4.22,100,7
contig17789,577,6.59,100,9
contig17790,575,10.96,100,17
contig17791,570,9.61,100,17
contig17792,542,4.63,100,7
contig17793,650,41.31,100,63
contig17794,623,20.33,100,29
contig17795,593,17.38,100,32
contig17796,557,3.73,100,6
contig17797,551,4.19,100,7
contig17798,547,4.15,100,6
contig17799,569,9.36,100,21
contig17800,546,4,100,7
contig17801,550,3.2,100,6
contig17802,546,4.86,100,7
contig17803,563,5.14,100,8
contig17804,558,4.18,100,6
contig17805,548,4.3,100,6
contig17806,628,32.05,100,56
contig17807,677,67.38,100,97
contig17808,687,55.76,100,79
contig17809,735,89.81,100,149
contig17810,557,8.12,100,12
contig17811,611,50.11,100,64
contig17812,543,3.58,100,5
contig17813,544,10.1,100,14
contig17814,545,4.87,100,14
contig17815,547,4.01,100,5
contig17816,553,7.93,100,12
contig17817,538,3.16,100,6
contig17818,545,4.16,100,6
contig17819,541,3.77,100,6
contig17820,580,9.02,100,15
contig17821,565,8.81,100,12
contig17822,549,6.39,100,12
contig17823,560,6.74,100,10
contig17824,549,3.15,100,5
contig17825,558,6.9,100,12
contig17826,552,5.06,100,10
contig17827,561,3.59,100,5
contig17828,584,15.76,100,30
contig17829,696,41.82,100,57
contig17830,547,3,100,4
contig17831,541,3.1,100,5
contig17832,557,7.52,100,12
contig17833,580,17.15,100,25
contig17834,541,2.73,100,4
contig17835,587,6.27,100,11
contig17836,539,2.82,100,6
contig17837,544,3.08,100,6
contig17838,537,3.29,100,5
contig17839,546,5.01,100,7
contig17840,585,10.53,100,14
contig17841,545,3.34,100,6
contig17842,556,4.12,100,7
contig17843,545,5.23,100,10
contig17844,559,5.2,100,8
contig17845,554,3.78,100,6
contig17846,547,6.04,100,8
contig17847,634,25.2,100,34
contig17848,539,4.29,100,6
contig17849,556,4.76,100,10
contig17850,544,4.53,100,7
contig17851,587,11.02,100,16
contig17852,545,3.54,100,5
contig17853,585,11.69,100,18
contig17854,545,6.09,100,10
contig17855,553,3.12,100,6
contig17856,538,3.65,100,5
contig17857,540,4.05,100,6
contig17858,546,4.39,100,9
contig17859,545,2.89,100,4
contig17860,629,30.34,100,50
contig17861,676,46.21,100,89
contig17862,561,6.59,100,10
contig17863,544,5.31,100,8
contig17864,556,4.69,100,9
contig17865,547,2.76,100,4
contig17866,537,2.97,100,6
contig17867,561,5.98,100,9
contig17868,598,20.55,100,35
contig17869,601,19.46,100,29
contig17870,538,2.82,100,4
contig17871,539,3.51,100,5
contig17872,577,5.62,100,8
contig17873,579,7.43,100,11
contig17874,662,47.49,100,66
contig17875,541,4.87,100,7
contig17876,550,3.67,100,5
contig17877,545,4.22,100,6
contig17878,554,7.97,100,11
contig17879,537,3.58,100,5
contig17880,544,5.57,100,9
contig17881,540,5.66,100,10
contig17882,535,4.2,100,7
contig17883,540,4.09,100,6
contig17884,566,7.74,100,12
contig17885,543,9.38,100,18
contig17886,560,5.97,100,8
contig17887,537,3.35,100,5
contig17888,541,3.03,100,4
contig17889,560,4.68,100,7
contig17890,546,3.71,100,5
contig17891,564,8.23,100,14
contig17892,547,2.57,100,4
contig17893,549,2.84,100,4
contig17894,554,4.43,100,7
contig17895,550,3.78,100,7
contig17896,556,5.26,100,8
contig17897,547,4.55,100,7
contig17898,558,3.21,100,5
contig17899,564,7.08,100,12
contig17900,540,3.3,100,5
contig17901,572,8.88,100,14
contig17902,572,8.04,100,12
contig17903,545,2.63,100,4
contig17904,588,16.25,100,24
contig17905,570,7.53,100,13
contig17906,542,3.45,100,5
contig17907,542,4.44,100,7
contig17908,546,4.44,100,7
contig17909,537,5.71,100,8
contig17910,567,14.78,100,22
contig17911,555,3.6,100,5
contig17912,541,4.7,100,7
contig17913,542,3.77,100,6
contig17914,591,16.44,100,24
contig17915,545,4.48,100,7
contig17916,538,4.46,100,7
contig17917,547,4.06,100,6
contig17918,537,3.75,100,5
contig17919,553,4.88,100,8
contig17920,541,4.6,100,7
contig17921,543,8.57,100,13
contig17922,545,4.47,100,8
contig17923,545,5.7,100,8
contig17924,542,3.54,100,5
contig17925,550,4.7,100,7
contig17926,565,7.54,100,12
contig17927,552,8.02,100,13
contig17928,596,16.58,100,29
contig17929,544,3.4,100,7
contig17930,538,3.1,100,6
contig17931,586,7.64,100,13
contig17932,639,38.67,100,81
contig17933,545,4.68,100,6
contig17934,554,5.04,100,8
contig17935,539,2.95,100,5
contig17936,667,49.54,100,69
contig17937,572,5.62,100,9
contig17938,544,3.58,100,6
contig17939,553,6.1,100,10
contig17940,550,5.31,100,8
contig17941,603,14.76,100,25
contig17942,546,3.99,100,6
contig17943,552,4.63,100,7
contig17944,580,10.55,100,13
contig17945,554,10.81,100,16
contig17946,550,9.46,100,14
contig17947,568,13.2,100,58
contig17948,590,25.08,100,53
contig17949,548,4.2,100,7
contig17950,560,7.64,100,14
contig17951,568,14.04,100,24
contig17952,542,6.08,100,10
contig17953,544,6.21,100,9
contig17954,606,33.85,100,52
contig17955,540,4.02,100,6
contig17956,537,3.56,100,6
contig17957,538,4.31,100,7
contig17958,545,5.45,100,8
contig17959,546,5.05,100,9
contig17960,647,50.44,100,74
contig17961,544,3.56,100,5
contig17962,539,3.5,100,5
contig17963,545,3.67,100,6
contig17964,547,7.12,100,11
contig17965,539,2.89,100,5
contig17966,536,2.86,100,5
contig17967,551,5.01,100,7
contig17968,547,4.67,100,7
contig17969,543,5.85,100,8
contig17970,543,3.16,100,5
contig17971,562,8.13,100,12
contig17972,543,3.59,100,6
contig17973,585,14.71,100,25
contig17974,561,7.3,100,11
contig17975,545,3.77,100,5
contig17976,555,7.56,100,12
contig17977,570,13.26,100,18
contig17978,586,41.76,100,76
contig17979,544,5.12,100,8
contig17980,562,8.22,100,13
contig17981,567,6.19,100,8
contig17982,547,4.27,100,7
contig17983,596,19.5,100,24
contig17984,554,5.41,100,9
contig17985,559,9.68,100,14
contig17986,545,3.81,100,7
contig17987,549,4.19,100,6
contig17988,535,3.06,100,5
contig17989,549,3.28,100,6
contig17990,536,4.6,100,6
contig17991,543,3.86,100,6
contig17992,571,13.03,100,19
contig17993,540,4.16,100,6
contig17994,551,5.54,100,8
contig17995,537,3.4,100,5
contig17996,536,4.26,100,7
contig17997,546,4.18,100,7
contig17998,548,3,100,5
contig17999,549,3.55,100,5
contig18000,590,17.44,100,26
contig18001,553,4.46,100,8
contig18002,544,5.32,100,9
contig18003,566,9.99,100,14
contig18004,549,5.12,100,8
contig18005,777,118.23,100,158
contig18006,541,4.24,100,8
contig18007,623,31.49,100,54
contig18008,555,4.04,100,9
contig18009,536,3.78,100,7
contig18010,546,6.84,100,10
contig18011,546,5.04,100,8
contig18012,566,13.94,100,19
contig18013,670,45.31,100,57
contig18014,693,87.91,100,128
contig18015,533,3.67,100,7
contig18016,555,10.11,100,17
contig18017,534,3.28,100,5
contig18018,601,43.13,100,94
contig18019,537,5.66,100,11
contig18020,536,3.53,100,5
contig18021,686,97.96,100,154
contig18022,536,6.29,100,8
contig18023,588,18.14,100,22
contig18024,546,4.75,100,6
contig18025,547,3.67,100,6
contig18026,546,4.55,100,7
contig18027,559,5.28,100,7
contig18028,549,7.9,100,13
contig18029,543,4.6,100,7
contig18030,548,4.63,100,7
contig18031,546,4.9,100,7
contig18032,544,5.5,100,8
contig18033,556,2.72,100,6
contig18034,540,3.39,100,5
contig18035,556,6.45,100,11
contig18036,535,3.78,100,6
contig18037,532,3.16,100,5
contig18038,551,3.95,100,6
contig18039,542,3.14,100,5
contig18040,534,3.04,100,5
contig18041,548,5.48,100,7
contig18042,564,5.61,100,8
contig18043,537,3.33,100,5
contig18044,537,2.73,100,4
contig18045,540,4.14,100,6
contig18046,568,13.83,100,19
contig18047,539,4.5,100,8
contig18048,578,9.66,100,11
contig18049,559,6.01,100,8
contig18050,564,8.07,100,29
contig18051,540,4.51,100,6
contig18052,560,9.02,100,13
contig18053,537,4.78,100,7
contig18054,547,6.49,100,11
contig18055,546,4.62,100,7
contig18056,536,3.59,100,5
contig18057,562,9.24,100,15
contig18058,573,11.81,100,20
contig18059,541,5.29,100,11
contig18060,536,4.02,100,6
contig18061,537,6.1,100,11
contig18062,548,6.07,100,10
contig18063,548,5.15,100,8
contig18064,535,3.97,100,5
contig18065,533,5.6,100,8
contig18066,552,7,100,11
contig18067,563,10.56,100,20
contig18068,545,7.14,100,11
contig18069,536,4.11,100,7
contig18070,539,4.06,100,7
contig18071,544,4.63,100,7
contig18072,540,4.28,100,7
contig18073,543,4.57,100,7
contig18074,532,2.95,100,4
contig18075,561,7.75,100,15
contig18076,542,5.06,100,9
contig18077,538,3.52,100,5
contig18078,641,43.03,100,67
contig18079,716,97.07,100,148
contig18080,553,4.32,100,6
contig18081,577,12.35,100,23
contig18082,589,20.59,100,27
contig18083,570,12.27,100,23
contig18084,643,44.43,100,67
contig18085,549,9.06,100,20
contig18086,605,21.48,100,29
contig18087,538,5.48,100,8
contig18088,548,5.2,100,7
contig18089,541,5.75,100,9
contig18090,956,296.22,100,402
contig18091,534,7.76,100,12
contig18092,531,3.1,100,5
contig18093,748,88.25,100,105
contig18094,570,17.5,100,24
contig18095,533,5.69,100,8
contig18096,535,3.79,100,5
contig18097,541,4.94,100,7
contig18098,533,4.24,100,7
contig18099,554,5.83,100,9
contig18100,547,3.5,100,6
contig18101,536,3.61,100,6
contig18102,534,3.77,100,5
contig18103,547,4.33,100,7
contig18104,547,5.83,100,10
contig18105,535,3.17,100,5
contig18106,567,11.16,100,22
contig18107,549,5.04,100,7
contig18108,544,4.79,100,7
contig18109,542,2.87,100,6
contig18110,536,3.23,100,5
contig18111,541,4.97,100,8
contig18112,551,5.33,100,7
contig18113,538,6.81,100,10
contig18114,556,6.35,100,12
contig18115,546,4.1,100,6
contig18116,578,12.41,100,22
contig18117,550,5.11,100,9
contig18118,574,14.78,100,24
contig18119,536,5.06,100,7
contig18120,541,4.7,100,7
contig18121,565,5.1,100,7
contig18122,581,9.39,100,15
contig18123,547,3.26,100,5
contig18124,536,4.39,100,6
contig18125,533,5.87,100,8
contig18126,652,59.14,100,102
contig18127,530,3.27,100,5
contig18128,530,5.56,100,8
contig18129,535,3.79,100,5
contig18130,618,20.42,100,41
contig18131,538,4.27,100,6
contig18132,549,8.5,100,13
contig18133,531,3.4,100,4
contig18134,529,3.24,100,4
contig18135,567,9.41,100,14
contig18136,540,3.83,100,6
contig18137,570,19.07,100,23
contig18138,559,4.28,100,6
contig18139,546,3.05,100,5
contig18140,540,4.16,100,5
contig18141,543,3.44,100,6
contig18142,537,4.4,100,7
contig18143,548,7.35,100,12
contig18144,534,4.18,100,7
contig18145,550,7.63,100,11
contig18146,543,3.14,100,4
contig18147,539,6.5,100,10
contig18148,540,4.37,100,6
contig18149,534,4.08,100,6
contig18150,542,4.03,100,6
contig18151,535,4.04,100,6
contig18152,538,3.8,100,7
contig18153,638,28.33,100,42
contig18154,531,3.08,100,5
contig18155,542,6.14,100,10
contig18156,547,6.07,100,9
contig18157,538,4.08,100,6
contig18158,538,3.98,100,6
contig18159,537,4.78,100,8
contig18160,531,4.57,100,8
contig18161,537,4.59,100,6
contig18162,541,3.58,100,6
contig18163,537,4.23,100,6
contig18164,534,3.37,100,5
contig18165,536,4.38,100,9
contig18166,585,19.6,100,31
contig18167,532,3.48,100,5
contig18168,540,5.51,100,8
contig18169,530,5.83,100,8
contig18170,529,3.41,100,6
contig18171,528,2.74,100,4
contig18172,539,4.15,100,7
contig18173,540,5.59,100,10
contig18174,562,6.99,100,11
contig18175,532,4.06,100,6
contig18176,528,2.65,100,7
contig18177,536,3.94,100,6
contig18178,532,3.52,100,5
contig18179,534,3.85,100,5
contig18180,559,11.44,100,16
contig18181,553,7.12,100,12
contig18182,538,3.56,100,5
contig18183,687,87.07,100,123
contig18184,595,50.31,100,70
contig18185,955,482.26,100,686
contig18186,544,4.23,100,6
contig18187,566,12.81,100,16
contig18188,533,2.82,100,4
contig18189,536,3.18,100,5
contig18190,587,26.1,100,31
contig18191,565,7.94,100,13
contig18192,540,4.85,100,8
contig18193,536,4.78,100,8
contig18194,638,20.73,100,27
contig18195,534,3.72,100,6
contig18196,545,4.76,100,7
contig18197,546,4.82,100,9
contig18198,539,5.81,100,11
contig18199,540,4.97,100,8
contig18200,557,8.88,100,13
contig18201,618,52.07,100,86
contig18202,549,5.59,100,9
contig18203,530,3.43,100,5
contig18204,538,4.1,100,7
contig18205,530,3.16,100,4
contig18206,549,5.72,100,10
contig18207,537,5.5,100,9
contig18208,539,4.43,100,6
contig18209,540,6.19,100,8
contig18210,532,4.39,100,7
contig18211,528,3.77,100,5
contig18212,554,5.05,100,9
contig18213,537,5.57,100,8
contig18214,531,7.61,100,11
contig18215,551,8.27,100,15
contig18216,537,4.43,100,7
contig18217,530,2.9,100,4
contig18218,545,3.64,100,6
contig18219,579,18.14,100,35
contig18220,532,3.24,100,4
contig18221,577,42.32,100,85
contig18222,552,3.78,100,5
contig18223,548,3.15,100,5
contig18224,533,2.86,100,4
contig18225,563,8.1,100,13
contig18226,540,3.96,100,7
contig18227,544,6.54,100,10
contig18228,578,14.01,100,18
contig18229,541,8.87,100,16
contig18230,526,4.79,100,7
contig18231,548,5.35,100,8
contig18232,560,9.06,100,13
contig18233,550,3.4,100,8
contig18234,552,5.89,100,10
contig18235,525,4.13,100,6
contig18236,527,4.65,100,8
contig18237,556,8.07,100,11
contig18238,587,31.09,100,45
contig18239,530,4.65,100,8
contig18240,538,3.51,100,6
contig18241,533,3.61,100,6
contig18242,543,3.05,100,4
contig18243,532,4.85,100,9
contig18244,554,4.24,100,6
contig18245,568,11.96,100,18
contig18246,528,3.06,100,5
contig18247,537,4.44,100,6
contig18248,541,4.74,100,11
contig18249,545,10.81,100,19
contig18250,537,3.03,100,4
contig18251,551,9.86,100,14
contig18252,534,3.3,100,6
contig18253,538,3.68,100,6
contig18254,545,5.18,100,8
contig18255,543,3.96,100,6
contig18256,531,3.57,100,7
contig18257,555,11.06,100,17
contig18258,546,4.24,100,7
contig18259,543,4.17,100,6
contig18260,531,3.01,100,4
contig18261,535,4.31,100,9
contig18262,530,6.78,100,8
contig18263,549,15.96,100,21
contig18264,529,6.72,100,9
contig18265,528,5.28,100,7
contig18266,524,2.99,100,4
contig18267,529,5.31,100,8
contig18268,551,4.53,100,6
contig18269,542,6.44,100,10
contig18270,527,4.36,100,6
contig18271,551,9,100,14
contig18272,558,5.34,100,8
contig18273,529,4.22,100,7
contig18274,531,5.85,100,9
contig18275,537,5.6,100,9
contig18276,539,4.4,100,6
contig18277,540,4.31,100,7
contig18278,530,3.97,100,6
contig18279,536,5.13,100,8
contig18280,532,4.07,100,5
contig18281,575,17.14,100,34
contig18282,538,4.78,100,9
contig18283,546,6.07,100,10
contig18284,542,4.95,100,9
contig18285,568,13.11,100,20
contig18286,532,3.48,100,5
contig18287,533,3.29,100,6
contig18288,570,14.3,100,22
contig18289,571,11.54,100,18
contig18290,537,4.53,100,7
contig18291,554,3.31,100,6
contig18292,537,5.5,100,8
contig18293,566,17.23,100,25
contig18294,986,415.76,100,652
contig18295,531,3.23,100,5
contig18296,533,5.08,100,8
contig18297,553,2.78,100,6
contig18298,605,55.18,100,87
contig18299,524,4.12,100,6
contig18300,530,6.39,100,11
contig18301,546,5.57,100,7
contig18302,545,5.48,100,8
contig18303,530,4.05,100,6
contig18304,533,5.27,100,9
contig18305,535,4.8,100,6
contig18306,537,4.46,100,7
contig18307,528,4.04,100,6
contig18308,544,6.36,100,11
contig18309,539,3.29,100,5
contig18310,534,2.96,100,5
contig18311,533,3.43,100,6
contig18312,566,12.7,100,17
contig18313,530,3.5,100,5
contig18314,533,3.95,100,5
contig18315,536,4.59,100,9
contig18316,529,5.97,100,9
contig18317,529,3.07,100,6
contig18318,533,3.36,100,5
contig18319,554,8.91,100,14
contig18320,550,8.61,100,14
contig18321,943,315.99,100,459
contig18322,644,41.58,100,53
contig18323,556,10.31,100,15
contig18324,549,8.76,100,13
contig18325,563,9.67,100,15
contig18326,541,5.36,100,7
contig18327,550,7.03,100,12
contig18328,551,4.86,100,7
contig18329,544,4.17,100,7
contig18330,562,16.92,100,27
contig18331,536,4.59,100,6
contig18332,532,4.33,100,8
contig18333,532,6.33,100,12
contig18334,532,4.2,100,6
contig18335,529,5.42,100,8
contig18336,539,6.35,100,10
contig18337,563,11.78,100,19
contig18338,694,13.26,100,25
contig18339,536,11.41,100,18
contig18340,525,5.52,100,8
contig18341,571,32.73,100,52
contig18342,534,3.24,100,5
contig18343,544,8.95,100,14
contig18344,581,13.58,100,17
contig18345,529,3.19,100,5
contig18346,525,3.92,100,7
contig18347,534,6.12,100,11
contig18348,532,5.43,100,7
contig18349,533,3.38,100,5
contig18350,536,5.67,100,9
contig18351,523,2.84,100,5
contig18352,524,2.99,100,5
contig18353,527,5.34,100,8
contig18354,530,5,100,7
contig18355,551,10.24,100,20
contig18356,537,3.6,100,5
contig18357,526,4.01,100,6
contig18358,988,399.71,100,557
contig18359,532,3.93,100,6
contig18360,527,3.59,100,7
contig18361,539,3.58,100,6
contig18362,537,5.56,100,7
contig18363,575,17.69,100,36
contig18364,538,4.9,100,8
contig18365,525,5.31,100,10
contig18366,536,6.44,100,11
contig18367,651,70.69,100,102
contig18368,624,24.56,100,44
contig18369,526,4.35,100,5
contig18370,540,3.99,100,6
contig18371,525,4.03,100,6
contig18372,528,4.54,100,6
contig18373,548,4.45,100,6
contig18374,561,11.17,100,16
contig18375,525,4.25,100,6
contig18376,530,5.42,100,9
contig18377,528,6.42,100,10
contig18378,528,4.99,100,7
contig18379,555,4.72,100,7
contig18380,527,4.18,100,6
contig18381,552,12.48,100,20
contig18382,527,5.18,100,8
contig18383,523,4.08,100,6
contig18384,555,5.71,100,10
contig18385,530,5.73,100,9
contig18386,545,7.6,100,13
contig18387,526,3.54,100,5
contig18388,530,4.76,100,6
contig18389,531,3.47,100,6
contig18390,550,4.41,100,7
contig18391,531,3.71,100,6
contig18392,521,4.91,100,8
contig18393,529,4.44,100,7
contig18394,532,5.5,100,9
contig18395,560,8.47,100,15
contig18396,527,3.59,100,5
contig18397,534,4,100,6
contig18398,549,6.19,100,12
contig18399,556,7.68,100,9
contig18400,540,5.93,100,8
contig18401,597,17.15,100,30
contig18402,523,2.34,100,5
contig18403,527,5.78,100,10
contig18404,531,2.56,100,5
contig18405,556,4.02,100,6
contig18406,526,3.41,100,6
contig18407,529,5.04,100,8
contig18408,534,13.03,100,19
contig18409,526,4.67,100,8
contig18410,527,4.96,100,6
contig18411,536,5.13,100,8
contig18412,549,10.99,100,16
contig18413,528,4.35,100,6
contig18414,524,2.91,100,5
contig18415,540,7.09,100,10
contig18416,532,3.4,100,5
contig18417,539,5.6,100,9
contig18418,559,6.15,100,8
contig18419,567,14.72,100,23
contig18420,727,107.53,100,189
contig18421,536,4.49,100,6
contig18422,521,2.86,100,6
contig18423,539,8.25,100,15
contig18424,525,2.98,100,4
contig18425,559,12.51,100,24
contig18426,534,3.96,100,7
contig18427,533,7.72,100,13
contig18428,566,10.02,100,15
contig18429,535,5.07,100,10
contig18430,543,5.14,100,8
contig18431,534,9.32,100,14
contig18432,531,5.06,100,11
contig18433,620,43.2,100,53
contig18434,542,5.89,100,9
contig18435,526,3.33,100,5
contig18436,552,5.92,100,8
contig18437,535,6.4,100,12
contig18438,530,3.91,100,5
contig18439,533,3.17,100,5
contig18440,527,3.91,100,7
contig18441,530,3.98,100,7
contig18442,591,22.1,100,28
contig18443,538,9.67,100,24
contig18444,520,3.6,100,5
contig18445,549,13.79,100,20
contig18446,534,5.27,100,7
contig18447,532,4.6,100,7
contig18448,1094,550.61,100,834
contig18449,521,3.68,100,5
contig18450,526,5.41,100,8
contig18451,550,10.65,100,15
contig18452,528,3.5,100,5
contig18453,519,4.05,100,6
contig18454,525,3.61,100,5
contig18455,520,4.73,100,7
contig18456,531,3.6,100,5
contig18457,530,5.11,100,7
contig18458,524,3.37,100,5
contig18459,534,10.06,100,16
contig18460,523,3.01,100,6
contig18461,523,2.66,100,4
contig18462,534,4.11,100,6
contig18463,523,3.6,100,6
contig18464,531,3.71,100,7
contig18465,558,19.96,100,69
contig18466,541,4.23,100,8
contig18467,615,38.13,100,44
contig18468,551,6.95,100,11
contig18469,534,4.19,100,6
contig18470,555,7.95,100,13
contig18471,540,4.83,100,7
contig18472,523,4.06,100,5
contig18473,574,39.16,100,61
contig18474,540,4.53,100,6
contig18475,567,17.38,100,25
contig18476,527,2.94,100,5
contig18477,1076,552.94,100,745
contig18478,533,10.84,100,15
contig18479,786,241.18,100,294
contig18480,665,110.42,100,158
contig18481,521,4.48,100,6
contig18482,540,7.25,100,10
contig18483,531,6.48,100,10
contig18484,531,5.3,100,8
contig18485,526,5.39,100,7
contig18486,577,14.75,100,19
contig18487,529,3.33,100,5
contig18488,550,9.97,100,14
contig18489,529,4.14,100,6
contig18490,581,17.37,100,24
contig18491,531,5.57,100,8
contig18492,529,2.82,100,5
contig18493,525,4.12,100,8
contig18494,535,3.89,100,6
contig18495,537,7.18,100,11
contig18496,535,4.71,100,8
contig18497,544,13.44,100,24
contig18498,533,6.74,100,10
contig18499,527,3.49,100,6
contig18500,518,3.27,100,5
contig18501,522,3.03,100,7
contig18502,526,3.13,100,5
contig18503,595,20.31,100,31
contig18504,522,3.75,100,5
contig18505,596,33.73,100,50
contig18506,530,4.22,100,7
contig18507,533,4.27,100,7
contig18508,549,9.66,100,17
contig18509,527,4.46,100,8
contig18510,567,19.44,100,34
contig18511,524,3.07,100,5
contig18512,956,328.74,100,519
contig18513,524,3.59,100,6
contig18514,784,238.1,100,397
contig18515,521,3.17,100,5
contig18516,626,22.82,100,35
contig18517,527,8.27,100,10
contig18518,527,5.12,100,10
contig18519,525,7.46,100,9
contig18520,532,6.02,100,9
contig18521,566,12.4,100,17
contig18522,554,11.23,100,18
contig18523,523,5.14,100,7
contig18524,520,3.7,100,5
contig18525,544,4.71,100,7
contig18526,522,4.06,100,5
contig18527,542,8.37,100,15
contig18528,524,4.27,100,8
contig18529,525,4.34,100,8
contig18530,543,6.53,100,10
contig18531,542,7.91,100,17
contig18532,549,8.68,100,11
contig18533,529,6.42,100,11
contig18534,521,3.78,100,5
contig18535,524,3.87,100,7
contig18536,536,4.42,100,6
contig18537,541,3.39,100,5
contig18538,529,5.58,100,10
contig18539,530,5.04,100,10
contig18540,538,3.67,100,7
contig18541,520,3.36,100,6
contig18542,564,8.35,100,11
contig18543,521,3.13,100,5
contig18544,526,4.43,100,7
contig18545,527,5.89,100,9
contig18546,647,9.17,100,18
contig18547,537,5.85,100,11
contig18548,556,11.83,100,19
contig18549,537,3.8,100,7
contig18550,599,71.49,100,255
contig18551,529,4.39,100,6
contig18552,526,3.85,100,5
contig18553,531,4.37,100,9
contig18554,539,13.25,100,21
contig18555,565,21.74,100,32
contig18556,520,3.3,100,4
contig18557,520,3.08,100,5
contig18558,522,3,100,4
contig18559,535,5.64,100,10
contig18560,525,3.2,100,4
contig18561,528,4.98,100,7
contig18562,526,3.52,100,6
contig18563,549,10.01,100,17
contig18564,542,8.01,100,11
contig18565,542,5.22,100,8
contig18566,550,17.72,100,25
contig18567,592,20.8,100,28
contig18568,523,3.85,100,6
contig18569,534,7.87,100,12
contig18570,528,3.08,100,5
contig18571,546,7.21,100,10
contig18572,551,12.41,100,21
contig18573,525,3.95,100,7
contig18574,534,4.01,100,6
contig18575,543,8.15,100,11
contig18576,549,11.45,100,15
contig18577,535,4.97,100,7
contig18578,581,19.4,100,24
contig18579,625,53.12,100,85
contig18580,532,4,100,6
contig18581,528,6.94,100,11
contig18582,522,4.37,100,6
contig18583,520,2.76,100,4
contig18584,537,4.97,100,8
contig18585,558,6.85,100,11
contig18586,523,4.9,100,7
contig18587,530,4.56,100,6
contig18588,530,4.98,100,9
contig18589,522,5.68,100,8
contig18590,536,4.4,100,7
contig18591,572,19.72,100,30
contig18592,518,4.96,100,7
contig18593,549,9.91,100,16
contig18594,525,3.15,100,4
contig18595,577,23.3,100,30
contig18596,528,4.73,100,7
contig18597,531,4.3,100,7
contig18598,523,2.75,100,5
contig18599,520,3.47,100,5
contig18600,524,4.7,100,6
contig18601,557,8.62,100,14
contig18602,559,16.61,100,33
contig18603,735,112.17,100,161
contig18604,541,8.89,100,13
contig18605,530,4.21,100,5
contig18606,526,4.44,100,7
contig18607,559,12.92,100,21
contig18608,523,2.86,100,5
contig18609,551,14.76,100,23
contig18610,535,4.59,100,9
contig18611,536,3.71,100,5
contig18612,534,5.42,100,9
contig18613,525,7.55,100,14
contig18614,530,5.94,100,11
contig18615,521,4.05,100,7
contig18616,523,3.56,100,5
contig18617,517,2.78,100,4
contig18618,525,3.66,100,6
contig18619,536,6.65,100,12
contig18620,537,2.9,100,5
contig18621,527,3.63,100,7
contig18622,536,3.28,100,5
contig18623,578,32.25,100,44
contig18624,737,58.35,100,110
contig18625,524,5.23,100,7
contig18626,521,2.65,100,4
contig18627,517,4.19,100,6
contig18628,521,4.44,100,6
contig18629,520,4.63,100,6
contig18630,520,5.19,100,7
contig18631,521,2.87,100,4
contig18632,558,14.71,100,21
contig18633,524,6.28,100,11
contig18634,544,7.02,100,9
contig18635,530,3.77,100,6
contig18636,534,6.52,100,10
contig18637,531,4.42,100,7
contig18638,538,5.21,100,16
contig18639,522,4.15,100,5
contig18640,531,4.32,100,7
contig18641,541,3.94,100,8
contig18642,529,5.27,100,10
contig18643,533,3.82,100,5
contig18644,543,9.83,100,13
contig18645,524,2.86,100,4
contig18646,518,3.03,100,5
contig18647,532,5.26,100,7
contig18648,521,3.6,100,6
contig18649,542,4.86,100,8
contig18650,540,7.55,100,10
contig18651,529,3.45,100,6
contig18652,517,3.3,100,6
contig18653,519,4.36,100,6
contig18654,544,3.49,100,5
contig18655,518,3.91,100,6
contig18656,526,7.48,100,12
contig18657,518,3.56,100,6
contig18658,524,4.98,100,9
contig18659,541,7.5,100,11
contig18660,530,12.21,100,17
contig18661,532,7.67,100,13
contig18662,522,3.47,100,5
contig18663,523,5.4,100,8
contig18664,524,4.9,100,7
contig18665,521,3.61,100,5
contig18666,528,5.21,100,7
contig18667,541,10.97,100,17
contig18668,518,4.18,100,6
contig18669,517,5.37,100,8
contig18670,523,5.23,100,7
contig18671,514,4.51,100,6
contig18672,538,7.68,100,10
contig18673,548,7.31,100,9
contig18674,528,4.14,100,6
contig18675,520,4.49,100,6
contig18676,544,13.24,100,22
contig18677,539,9.24,100,16
contig18678,538,7.67,100,9
contig18679,517,3.49,100,6
